Girokonto;Beispiel-IBAN hier;;;;;;;;;;
Zeitraum:;DD.MM.YYYY – DD.YY.YYYY;;;;;;;;;;
Kontostand vom 17.01.2026:;1.234,56 €;;;;;;;;;;
;;;;;;;;;;;
Buchungsdatum;Wertstellung;Status;Zahlungspflichtige*r;Zahlungsempfänger*in;Verwendungszweck;Umsatztyp;IBAN;Betrag (€);Gläubiger-ID;Mandatsreferenz;Kundenreferenz
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;3.093,07;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-29,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,37;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,06;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-21,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,52;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,39;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,75;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-16,5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,24;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-36,81;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,75;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,57;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,29;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,68;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-24,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,29;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,23;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,44;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-24,58;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-12,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,61;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,7;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,21;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,59;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,62;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-31,09;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,09;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;27,8;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,29;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,31;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;73;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,79;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,32;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-14,6;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-29,3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-36,8;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,9;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-14,22;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,75;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-67,33;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,19;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,6;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-60;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-62,75;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,27;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-18,47;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;2.682,85;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,12;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,18;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-28,39;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,74;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-14,41;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,69;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-898,32;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,85;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-24,82;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-12,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,47;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,09;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-24;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,36;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,6;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-30;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,73;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,75;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,86;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,08;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-40,7;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-28,43;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-11,48;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,38;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-29,8;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-16,87;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,6;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,97;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-12,31;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-39,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-30,59;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,24;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,9;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,09;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27,93;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,73;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-29,96;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,28;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,31;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-46,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-133,52;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;0;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,04;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-35,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-44,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-29,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,05;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,43;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,87;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;44,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-60;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-119,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;2.682,85;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-53,29;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,93;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-0,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-21,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,27;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,65;;;
